ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name,ExpenditureGroup5Key,ThaiExpenditureGroup5Name,EnglishExpenditureGroup5Name
EG05BC,เครื่องมือ/อุปกรณ์สำหรับซ่อมแซมบ้าน (สิ่งของ),Tools / Equipment (in-kind),EG05BC,เครื่องมือ/อุปกรณ์สำหรับซ่อมแซมบ้าน (สิ่งของ),Tools / Equipment (in-kind),EG05BC,เครื่องมือ/อุปกรณ์สำหรับซ่อมแซมบ้าน (สิ่งของ),Tools / Equipment (in-kind),EGA_105,เครื่องมือ/อุปกรณ์สำหรับซ่อมแซมบ้าน,Tools / Equipment,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0601A,เตียง (ตัวเงิน),Bed (cash),EG0601A,เตียง (ตัวเงิน),Bed (cash),EG06A,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (ตัวเงิน),Major equipment and other furnitures (cash),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0601BC,เตียง (สิ่งของ),Bed (in-kind),EG0601BC,เตียง (สิ่งของ),Bed (in-kind),EG06BC,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (สิ่งของ),Major equipment and other furnitures (in-kind),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0602A,เก้าอี้/โซฟา (ตัวเงิน),Chair / Sofa (cash),EG0602A,เก้าอี้/โซฟา (ตัวเงิน),Chair / Sofa (cash),EG06A,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (ตัวเงิน),Major equipment and other furnitures (cash),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0602BC,เก้าอี้/โซฟา (สิ่งของ),Chair / Sofa (in-kind),EG0602BC,เก้าอี้/โซฟา (สิ่งของ),Chair / Sofa (in-kind),EG06BC,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (สิ่งของ),Major equipment and other furnitures (in-kind),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0603A,"โต๊ะ (รวม โต๊ะคอมพิวเตอร์, โต๊ะอาหาร) (ตัวเงิน)","Table (Including computer table, dining table) (cash)",EG0603A,"โต๊ะ (รวม โต๊ะคอมพิวเตอร์, โต๊ะอาหาร) (ตัวเงิน)","Table (Including computer table, dining table) (cash)",EG06A,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (ตัวเงิน),Major equipment and other furnitures (cash),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0603BC,"โต๊ะ (รวม โต๊ะคอมพิวเตอร์, โต๊ะอาหาร) (สิ่งของ)","Table (Including computer table, dining table) (in-kind)",EG0603BC,"โต๊ะ (รวม โต๊ะคอมพิวเตอร์, โต๊ะอาหาร) (สิ่งของ)","Table (Including computer table, dining table) (in-kind)",EG06BC,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (สิ่งของ),Major equipment and other furnitures (in-kind),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0604A,ที่นอน (ตัวเงิน),Mattress (cash),EG0604A,ที่นอน (ตัวเงิน),Mattress (cash),EG06A,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (ตัวเงิน),Major equipment and other furnitures (cash),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0604BC,ที่นอน (สิ่งของ),Mattress (in-kind),EG0604BC,ที่นอน (สิ่งของ),Mattress (in-kind),EG06BC,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (สิ่งของ),Major equipment and other furnitures (in-kind),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0605A,"ตู้ (รวม ตู้เสื้อผ้า, ตู้โชว์) (ตัวเงิน)","Cabinet (Including wardrobe, showcase) (cash)",EG0605A,"ตู้ (รวม ตู้เสื้อผ้า, ตู้โชว์) (ตัวเงิน)","Cabinet (Including wardrobe, showcase) (cash)",EG06A,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (ตัวเงิน),Major equipment and other furnitures (cash),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0605BC,"ตู้ (รวม ตู้เสื้อผ้า, ตู้โชว์) (สิ่งของ)","Cabinet (Including wardrobe, showcase) (in-kind)",EG0605BC,"ตู้ (รวม ตู้เสื้อผ้า, ตู้โชว์) (สิ่งของ)","Cabinet (Including wardrobe, showcase) (in-kind)",EG06BC,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (สิ่งของ),Major equipment and other furnitures (in-kind),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0606A,เครื่องเรือน/เฟอร์นิเจอร์อื่น ๆ (ระบุ) (ตัวเงิน),Other furnishings (specify) (cash),EG0606A,เครื่องเรือน/เฟอร์นิเจอร์อื่น ๆ (ระบุ) (ตัวเงิน),Other furnishings (specify) (cash),EG06A,เครื่องเรือน และเฟอร์นิเจอร์ต่าง ๆ (ตัวเงิน),Major equipment and other furnitures (cash),EGA_201,เครื่องแต่งบ้าน และบริภัณฑ์อื่น ๆ ,Home furnishings and equipment,EGA_2,ค่าใช้จ่ายเกี่ยวกับเครื่องแต่งบ้าน เครื่องใช้,"Expenditure on home furnishings, miscellaneous",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
